QUOTE_ID,REPORTING_SUBJECT_TYPE,PREMIUM_TOTAL,VEHICLE_FUEL_TYPE,LICENCE_TYPE_ABI,INSURED_PERSON_CLAIM_L3Y_AT_FAULT_NOT_WINDSCREEN_NIL_COST_COUNT,LOADED_AT,HAS_NCD_PROTECTION,INSURED_PERSON_AGE
4731,scooter,246.79,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-29 13:43:35,null,26
4732,car,693.17,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-08-12 12:03:49,FALSE,46
4733,taxi,2670.61,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-17 13:27:09,FALSE,40
4734,car,4306.15,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-17 14:51:57,FALSE,25
4735,scooter,995,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-17 10:57:01,null,32
4736,bvi,429.01,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-10 09:36:36,TRUE,63
4737,car,3151.03,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-15 09:22:27,FALSE,31
4738,taxi,3359.4,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-27 15:12:08,FALSE,45
4739,bvi,1182.83,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-20 16:42:05,TRUE,49
4740,taxi,3857.09,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-30 13:40:06,FALSE,39
4741,bvi,682.8,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,2,2024-01-22 17:18:04,FALSE,58
4742,taxi,320.96,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-23 12:15:16,FALSE,35
4743,taxi,3135.04,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-11 14:00:19,FALSE,41
4744,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-17 07:55:05,FALSE,49
4745,scooter,2070.37,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-21 11:21:34,null,27
4746,car,721.68,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-12 15:33:20,FALSE,37
4747,scooter,141.85,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-08 15:52:13,null,28
4748,scooter,256.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-04 00:44:31,null,24
4749,taxi,1624.44,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-29 12:28:51,FALSE,42
4750,taxi,3156.87,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-01 16:29:25,FALSE,39
4751,taxi,662.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-27 15:27:09,FALSE,24
4752,taxi,2057.81,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-05 09:09:38,FALSE,40
4753,taxi,4883.77,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-26 19:54:32,FALSE,68
4754,taxi,362.59,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-22 16:53:32,FALSE,50
4755,car,179.57,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-05 10:12:01,FALSE,37
4756,scooter,268.68,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-21 22:25:43,null,40
4757,scooter,182.48,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-09 14:37:53,null,33
4758,taxi,1990.93,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-12 12:49:11,FALSE,36
4759,bvi,1084.81,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-12 10:57:04,FALSE,57
4760,bvi,802.91,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-23 16:25:25,FALSE,27
4761,taxi,2658.19,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-14 21:09:15,TRUE,26
4762,taxi,4608.61,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-02-09 18:01:22,FALSE,28
4763,car,233.86,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-19 11:37:42,TRUE,53
4764,taxi,7122.49,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-03 13:55:08,FALSE,31
4765,car,3187.95,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-19 12:22:44,FALSE,38
4766,scooter,1936.03,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-04-23 17:21:10,null,30
4767,car,604.08,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-18 16:17:58,FALSE,23
4768,courier,954.25,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-09 17:53:32,FALSE,40
4769,scooter,1544.21,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-19 10:44:10,null,25
4770,bvi,1685.21,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-20 13:46:30,FALSE,51
4771,scooter,99.5,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-03 07:43:40,null,34
4772,taxi,2647.62,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-24 11:34:59,FALSE,43
4773,scooter,193.11,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-16 11:00:43,null,32
4774,taxi,2247.38,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-12 16:26:43,FALSE,42
4775,taxi,641.68,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-12 14:55:10,FALSE,42
4776,taxi,5446.47,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-11 09:21:56,FALSE,41
4777,scooter,176.72,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-01 03:38:33,null,26
4778,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,null,null,null
4779,car,236.24,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-09 22:13:11,FALSE,47
4780,car,357.02,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-22 01:51:45,FALSE,35
4781,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-15 00:33:37,FALSE,25
4782,taxi,278.72,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-19 08:40:22,FALSE,29
4783,scooter,365.79,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-05-31 01:19:04,null,23
4784,taxi,1740.76,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-25 11:12:49,FALSE,36
4785,taxi,338.4,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-02 13:20:04,FALSE,50
4786,taxi,2023.1,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-09 15:07:53,FALSE,28
4787,taxi,2443.76,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-16 20:16:16,FALSE,34
4788,bvi,443.37,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-03 10:24:44,FALSE,30
4789,taxi,3289.91,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-02-20 13:46:51,FALSE,22
4790,scooter,99.5,PETROL,DRIVING_LICENCE_KIND_FULL_UK_MOTORCYCLE,null,2024-07-10 10:02:21,null,39
4791,car,360.57,DIESEL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-06-05 07:07:34,FALSE,33
4792,taxi,4041.07,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-09 11:15:37,FALSE,45
4793,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2023-07-14 10:00:44,FALSE,45
4794,scooter,161.31,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-02 15:32:18,null,33
4795,taxi,466.14,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-25 12:00:17,FALSE,32
4796,taxi,1758.21,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-09-28 11:05:08,FALSE,38
4797,taxi,405.87,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-30 14:47:30,FALSE,53
4798,scooter,278.62,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-04 21:57:04,null,25
4799,scooter,3260.3,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-13 20:16:58,null,22
4800,taxi,206.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-21 08:32:59,FALSE,42
4801,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,null,null,null
4802,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-03 20:40:16,FALSE,37
4803,taxi,5025.55,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-03 05:57:52,FALSE,49
4804,taxi,1587.82,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-27 14:59:08,FALSE,32
4805,taxi,336.74,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-16 13:53:11,FALSE,37
4806,taxi,285.05,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-20 12:52:13,FALSE,51
4807,taxi,3233.33,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-31 17:22:59,FALSE,38
4808,taxi,3797.61,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-01 11:37:03,FALSE,64
4809,scooter,128.36,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-13 23:02:27,null,29
4810,taxi,237.56,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 16:29:03,FALSE,46
4811,car,393.67,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-29 02:29:26,FALSE,33
4812,scooter,225.75,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-26 13:48:26,null,22
4813,scooter,114.9,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-05 19:02:17,null,31
4814,taxi,3510.61,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-06 14:47:16,FALSE,54
4815,scooter,163.51,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-08 18:52:23,null,28
4816,taxi,2492.21,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-03 16:06:58,FALSE,30
4817,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-15 10:47:45,FALSE,29
4818,scooter,197.15,PETROL,DRIVING_LICENCE_KIND_FULL_EU,0,2024-05-29 17:20:59,null,26
4819,car,175.77,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-16 17:39:31,FALSE,33
4820,taxi,390.17,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-11 15:11:37,FALSE,39
4821,taxi,1425.15,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-09 10:38:43,FALSE,35
4822,scooter,135.69,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-06 13:18:13,null,33
4823,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-07-03 19:02:03,null,21
4824,scooter,340.66,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-26 13:42:50,null,23
4825,car,3943.61,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-12 13:46:08,FALSE,23
4826,taxi,3860,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-25 23:06:09,FALSE,38
4827,pvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-19 21:49:34,FALSE,43
4828,taxi,3910.17,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-03-31 05:29:50,FALSE,42
4829,scooter,181.05,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-16 12:09:19,null,26
4830,car,5104.93,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-27 15:21:20,FALSE,21
4831,courier,1448.69,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-05 15:15:19,TRUE,56
4832,pvi,401.51,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-06 08:03:55,FALSE,34
4833,taxi,1397.36,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-07 16:41:08,FALSE,51
4834,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-14 15:29:30,null,24
4835,taxi,1933.01,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-19 19:18:07,FALSE,31
4836,taxi,6480.12,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-23 10:54:38,FALSE,61
4837,taxi,465.02,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-01 18:44:39,FALSE,44
4838,taxi,9153.26,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-02 11:40:46,TRUE,42
4839,taxi,259.88,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-17 15:55:24,FALSE,39
4840,taxi,2937.56,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-26 14:33:42,FALSE,32
4841,taxi,154.22,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-17 16:40:27,FALSE,60
4842,taxi,1788.52,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-25 11:43:50,TRUE,50
4843,car,264.44,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-31 15:22:04,TRUE,49
4844,taxi,2244.85,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-15 10:45:56,FALSE,63
4845,car,895.62,GAS BI-FUEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-11 14:20:38,FALSE,38
4846,car,1411.61,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-12 18:19:52,FALSE,30
4847,taxi,204.09,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-21 11:53:22,FALSE,55
4848,taxi,2733.3,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-25 16:32:30,FALSE,36
4849,taxi,4564.81,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-29 08:10:46,FALSE,28
4850,taxi,3770.2,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-10 12:21:43,FALSE,34
4851,taxi,161.67,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-31 15:37:53,TRUE,46
4852,taxi,5306.49,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-15 12:24:57,FALSE,24
4853,car,1084.73,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-08 11:53:47,TRUE,58
4854,scooter,2646.64,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-23 16:36:25,null,29
4855,taxi,222.42,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-26 09:25:38,FALSE,45
4856,taxi,222.42,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-26 09:25:38,FALSE,45
4857,taxi,513.79,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-26 16:48:36,FALSE,25
4858,taxi,2122.16,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-03 13:28:55,FALSE,38
4859,bvi,297.42,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-31 21:32:11,FALSE,51
4860,taxi,633.43,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-27 16:54:59,FALSE,43
4861,scooter,233.67,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-21 08:32:59,null,22
4862,taxi,2946.14,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-05 17:09:13,FALSE,62
4863,taxi,2901.34,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-16 21:05:56,FALSE,32
4864,bvi,793.87,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-12 08:08:16,FALSE,40
4865,taxi,129.75,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-31 20:39:22,TRUE,57
4866,taxi,1669.34,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-21 15:52:23,TRUE,36
4867,scooter,209.16,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-31 23:21:29,null,28
4868,car,207.26,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-29 12:13:18,FALSE,38
4869,car,188.42,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-12 13:27:17,FALSE,33
4870,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-03 11:15:24,FALSE,39
4871,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-04-28 20:53:42,null,23
4872,taxi,375.97,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-26 08:18:12,FALSE,43
4873,taxi,3458.16,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-12 12:55:44,FALSE,40
4874,taxi,2507.52,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-26 10:59:37,FALSE,48
4875,scooter,1964.09,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-18 09:28:03,null,25
4876,taxi,2518.26,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-23 12:01:50,FALSE,55
4877,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-15 20:40:16,FALSE,46
4878,taxi,2653.07,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-03-25 16:03:24,FALSE,33
4879,car,2912.16,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-30 20:05:13,FALSE,46
4880,car,816,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-27 16:17:11,FALSE,51
4881,taxi,173.68,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-07 13:39:53,FALSE,44
4882,taxi,2781.88,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-03-09 22:46:29,FALSE,34
4883,bvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,null,null,null
4884,taxi,202.37,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-07 11:38:54,FALSE,41
4885,taxi,215.85,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-01-27 18:03:14,FALSE,44
4886,scooter,2725.82,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-06 14:47:16,null,34
4887,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-13 16:17:06,null,25
4888,taxi,2490.21,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-02-13 13:23:19,FALSE,25
4889,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,null,null,null
4890,taxi,2198.48,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-27 20:00:04,FALSE,45
4891,taxi,5669.85,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2023-07-11 10:09:54,FALSE,38
4892,taxi,1330.93,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-09 13:31:46,FALSE,34
4893,taxi,1654.74,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-14 01:25:30,FALSE,30
4894,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-10 12:15:47,FALSE,25
4895,taxi,266.75,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-26 22:53:27,FALSE,52
4896,taxi,1907.29,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-29 12:45:13,FALSE,48
4897,taxi,354.04,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-22 13:11:26,FALSE,33
4898,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-28 08:29:34,FALSE,34
4899,scooter,178.48,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-28 19:00:35,null,22
4900,taxi,1415.43,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-26 18:56:56,FALSE,38
4901,taxi,1563.99,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-28 11:37:21,FALSE,47
4902,taxi,2681.07,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-05 16:32:09,FALSE,35
4903,taxi,204.31,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-02 13:02:15,FALSE,35
4904,taxi,3332.79,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-07 15:24:59,FALSE,25
4905,car,364.55,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-16 08:55:24,FALSE,23
4906,taxi,189.42,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-10 10:59:26,FALSE,38
4907,scooter,1599.46,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-14 07:32:54,null,27
4908,scooter,2826.43,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-15 14:34:29,null,28
4909,taxi,205.53,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-06-17 16:53:27,FALSE,37
4910,bvi,684.69,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-17 06:51:27,FALSE,61
4911,taxi,1774.47,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-23 15:54:57,FALSE,45
4912,bvi,1248.11,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-29 10:39:22,FALSE,28
4913,taxi,1476.8,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-18 14:22:28,FALSE,46
4914,taxi,1469.52,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-12 13:52:35,FALSE,49
4915,car,2601.85,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-06 09:54:28,FALSE,44
4916,scooter,1394.94,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-31 16:37:57,null,30
4917,taxi,128.9,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-05 11:34:24,FALSE,41
4918,taxi,2534.36,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-28 10:37:17,TRUE,45
4919,taxi,2534.36,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-28 10:37:17,TRUE,45
4920,taxi,3110.93,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-13 13:07:50,FALSE,35
4921,car,259.02,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-09 12:07:48,FALSE,34
4922,scooter,233.61,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-07 13:25:25,null,34
4923,scooter,1746.96,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-15 11:39:54,null,28
4924,courier,2562.49,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-15 16:59:53,FALSE,27
4925,car,130.31,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-15 17:48:09,FALSE,64
4926,taxi,2369.82,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-15 15:45:45,FALSE,39
4927,taxi,258.96,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-07 17:44:42,FALSE,35
4928,scooter,1304.29,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-01 17:24:50,null,32
4929,car,2215.98,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-02 14:05:04,FALSE,26
4930,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-20 05:46:31,FALSE,48
4931,car,4345.65,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-14 11:31:09,FALSE,31
4932,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-30 05:55:20,FALSE,26
4933,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-09-21 18:25:32,null,23
4934,taxi,5965.16,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-08-28 01:27:33,FALSE,35
